Vocabulary|歪む|ゆがむ　to warp, to distort, to twist　高熱で窓ガラスが歪んでしまった。　The window glass warped due to the high heat.|20240729191914|20240729193023|1.170273640793906
Vocabulary|併設する|へいせつする to annex, to attach, to adjoin 新しい図書館にはカフェが併設されています。 A cafe is annexed to the new library.|20240729191753|20240729193056|1.2967020950624997
Vocabulary|静寂|せいじゃく　silence, tranquility　山の中で過ごすと、静寂が心を落ち着けてくれる。　Spending time in the mountains brings a tranquility that calms the mind.|20240729191834|20240729193134|1.36494957375
Vocabulary|紡ぐ|つむぐ filer (des fils), tisser (une histoire ou une expérience)　彼女は美しい物語を紡ぐことができる。She is able to weave beautiful stories.|20240729191952|20240729193416|1.5124095
Vocabulary|駆られる|かられる être poussé, être contraint 彼は義務感に駆られて行動した。 He was driven by a sense of duty to act.|20240729192151|20240729193532|1.4367890249999997
Vocabulary|挑発的|ちょうはつてき provocative, provoking 彼女の挑発的な発言が議論を引き起こした。 Her provocative remarks sparked a debate.|20240729191715|20240729193713|1.436789025
Vocabulary|抗る|あらがる　to resist, to oppose　彼は困難に抗る力を持っている。　He has the strength to resist difficulties.|20240729191902|20240729194215|1.5124095
Vocabulary|取り組む|とりくむ　to tackle, to work on, to engage in　彼は新しいプロジェクトに全力で取り組んでいます。　He is fully committed to working on the new project.|20240729191725|20240729221127|1.1658635208608772
Kanji|痴|チ し.れる し.らず foolish, silly, absurd, stupid radicals[疒,知]|20240727111029|20240730000049|1.5840599000625
Vocabulary|収入につりあう生活|収入につりあう生活しゅうにゅうにつりあうせいかつ<div>affordable lifestyle</div><div>p23</div>|20240612031916|20240730001058|1.6800000000000002
Vocabulary|委員長|いいんちょう committee chairperson, chairperson, head of a committee 彼は新しい委員長に選ばれた。 He was elected as the new committee chairperson.|20240727085542|20240730005158|1.7595900000000002
Vocabulary|取り入れる|とりいれる　to incorporate, to adopt, to take in　新しい技術を取り入れて、生産性を向上させました。　We improved productivity by incorporating new technology.|20240721214641|20240730005806|1.3345435371997472
Vocabulary|運行|うんこう　operation, service (of a vehicle or public transport)　電車の運行が遅れています。　The train service is delayed.|20240728140744|20240730010354|1.5920100000000001
Vocabulary|試作|試作しさく<div><div>trial manufacture</div><div>experiment</div><div>test piece</div><div>prototype</div></div>|20240611173908|20240730012005|1.6800000000000002
Vocabulary|幅員|ふくいん  width, breadth (especially of roads, rivers, or bridges)  新しい橋の幅員は20メートルです。 The width of the new bridge is 20 meters.|20240728125416|20240730012815|1.7595900000000002
Vocabulary|徹底|てってい　thoroughness; completeness; consistency　衛生管理が徹底されているレストランは安心して食事ができる。You can dine with peace of mind at a restaurant with thorough hygiene management.|20240725081726|20240730015033|1.596
Vocabulary|振動|しんどう　vibration　地震の振動で建物が揺れた。　The building shook with the vibrations of the earthquake.|20240721115431|20240730015325|1.9448100000000004
Vocabulary|非常識な|ひじょうしきな　unreasonable, absurd, senseless, lacking common sense　彼の非常識な発言に皆が驚きました。　Everyone was surprised by his absurd remarks.|20240714172950|20240730020459|1.7118016202225568
